,regimen,regimen_abbrev,regimen_name,regimen_name_formatted,van_deun_core_drug,van_deun_companion_drugs,van_deun,resistance_prevention,mechanism_of_action,route_of_administration,route_of_administration_hospitalized,cost,toxicity,qt_prolongation,high_bactericidal_activity_early,high_bactericidal_activity,high_sterilizing_activity,efficacy,bactericidal_activity_early,bactericidal_activity,sterilizing_activity,synergism,antagonism,contraindications,same_drug_class,first_line,clinical_evidence
9722,"(10, 12, 16, 21)","TERI, EMB, RIF, INH HD","['Terizidone', 'Ethambutol', 'Rifampicin', 'Isoniazid High Dose']","['terizidone', 'ethambutol', 'rifampicin', 'isoniazid_high_dose']",True,False,False,10,True,True,True,238.26999999999998,6.25,False,True,True,True,True,11,14,11,0,0,0,0,3,12
9723,"(10, 12, 16, 22)","TERI, EMB, RIF, PZA","['Terizidone', 'Ethambutol', 'Rifampicin', 'Pyrazinamide']","['terizidone', 'ethambutol', 'rifampicin', 'pyrazinamide']",True,False,False,8,True,True,True,239.04,6.0,False,False,True,True,False,8,13,12,0,0,0,0,3,14
9725,"(10, 12, 17, 18)","TERI, EMB, RIF HD, RBT","['Terizidone', 'Ethambutol', 'Rifampicin High Dose', 'Rifabutin']","['terizidone', 'ethambutol', 'rifampicin_high_dose', 'rifabutin']",False,False,False,10,False,True,True,317.52000000000004,6.5,False,False,False,True,False,9,11,12,0,0,0,1,3,9
9726,"(10, 12, 17, 19)","TERI, EMB, RIF HD, DLM","['Terizidone', 'Ethambutol', 'Rifampicin High Dose', 'Delamanid']","['terizidone', 'ethambutol', 'rifampicin_high_dose', 'delamanid']",False,False,False,9,True,True,True,568.55,6.0,False,False,False,True,False,9,10,11,0,0,0,0,2,8
9727,"(10, 12, 17, 20)","TERI, EMB, RIF HD, INH","['Terizidone', 'Ethambutol', 'Rifampicin High Dose', 'Isoniazid']","['terizidone', 'ethambutol', 'rifampicin_high_dose', 'isoniazid']",False,False,False,10,True,True,True,260.53000000000003,6.0,False,True,True,True,True,12,12,11,0,0,0,0,3,11
9728,"(10, 12, 17, 21)","TERI, EMB, RIF HD, INH HD","['Terizidone', 'Ethambutol', 'Rifampicin High Dose', 'Isoniazid High Dose']","['terizidone', 'ethambutol', 'rifampicin_high_dose', 'isoniazid_high_dose']",False,False,False,10,True,True,True,261.15000000000003,6.25,False,True,True,True,True,11,12,11,0,0,0,0,3,9
9729,"(10, 12, 17, 22)","TERI, EMB, RIF HD, PZA","['Terizidone', 'Ethambutol', 'Rifampicin High Dose', 'Pyrazinamide']","['terizidone', 'ethambutol', 'rifampicin_high_dose', 'pyrazinamide']",False,False,False,8,True,True,True,261.92,6.0,False,False,False,True,False,8,11,12,0,0,0,0,3,11
9731,"(10, 12, 18, 19)","TERI, EMB, RBT, DLM","['Terizidone', 'Ethambutol', 'Rifabutin', 'Delamanid']","['terizidone', 'ethambutol', 'rifabutin', 'delamanid']",False,False,False,9,True,True,True,588.02,6.5,False,False,False,True,False,8,11,10,0,0,0,0,2,9
9732,"(10, 12, 18, 20)","TERI, EMB, RBT, INH","['Terizidone', 'Ethambutol', 'Rifabutin', 'Isoniazid']","['terizidone', 'ethambutol', 'rifabutin', 'isoniazid']",False,False,False,10,True,True,True,280.0,6.5,False,True,True,True,True,11,13,10,0,0,0,0,3,12
9733,"(10, 12, 18, 21)","TERI, EMB, RBT, INH HD","['Terizidone', 'Ethambutol', 'Rifabutin', 'Isoniazid High Dose']","['terizidone', 'ethambutol', 'rifabutin', 'isoniazid_high_dose']",False,False,False,10,True,True,True,280.62,6.75,False,True,True,True,True,10,13,10,0,0,0,0,3,10
9734,"(10, 12, 18, 22)","TERI, EMB, RBT, PZA","['Terizidone', 'Ethambutol', 'Rifabutin', 'Pyrazinamide']","['terizidone', 'ethambutol', 'rifabutin', 'pyrazinamide']",False,False,False,8,True,True,True,281.39,6.5,False,False,False,True,False,7,12,11,0,0,0,0,3,12
9736,"(10, 12, 19, 20)","TERI, EMB, DLM, INH","['Terizidone', 'Ethambutol', 'Delamanid', 'Isoniazid']","['terizidone', 'ethambutol', 'delamanid', 'isoniazid']",False,False,False,9,False,True,True,531.03,6.0,False,True,True,False,False,11,12,9,0,0,0,0,2,11
9737,"(10, 12, 19, 21)","TERI, EMB, DLM, INH HD","['Terizidone', 'Ethambutol', 'Delamanid', 'Isoniazid High Dose']","['terizidone', 'ethambutol', 'delamanid', 'isoniazid_high_dose']",False,False,False,9,False,True,True,531.65,6.25,False,True,True,False,False,10,12,9,0,0,0,0,2,9
9738,"(10, 12, 19, 22)","TERI, EMB, DLM, PZA","['Terizidone', 'Ethambutol', 'Delamanid', 'Pyrazinamide']","['terizidone', 'ethambutol', 'delamanid', 'pyrazinamide']",False,False,False,7,True,True,True,532.42,6.0,False,False,False,True,False,7,11,10,1,0,0,0,2,11
9740,"(10, 12, 20, 21)","TERI, EMB, INH, INH HD","['Terizidone', 'Ethambutol', 'Isoniazid', 'Isoniazid High Dose']","['terizidone', 'ethambutol', 'isoniazid', 'isoniazid_high_dose']",False,False,False,10,False,True,True,223.63,6.25,False,True,True,False,False,13,14,9,0,0,0,1,3,12
9741,"(10, 12, 20, 22)","TERI, EMB, INH, PZA","['Terizidone', 'Ethambutol', 'Isoniazid', 'Pyrazinamide']","['terizidone', 'ethambutol', 'isoniazid', 'pyrazinamide']",False,False,False,8,True,True,True,224.4,6.0,False,True,True,True,True,10,13,10,0,0,0,0,3,14
9743,"(10, 12, 21, 22)","TERI, EMB, INH HD, PZA","['Terizidone', 'Ethambutol', 'Isoniazid High Dose', 'Pyrazinamide']","['terizidone', 'ethambutol', 'isoniazid_high_dose', 'pyrazinamide']",False,False,False,8,True,True,True,225.01999999999998,6.25,False,True,True,True,True,9,13,10,0,0,0,0,3,12
9746,"(10, 13, 14, 15)","TERI, PAS, ETH, PTH","['Terizidone', 'Para-aminosalicylic acid', 'Ethionamide', 'Prothionamide']","['terizidone', 'para_aminosalicylic_acid', 'ethionamide', 'prothionamide']",False,False,False,8,False,True,True,372.35,12.0,False,False,False,False,False,11,11,9,0,0,0,0,0,10
9747,"(10, 13, 14, 16)","TERI, PAS, ETH, RIF","['Terizidone', 'Para-aminosalicylic acid', 'Ethionamide', 'Rifampicin']","['terizidone', 'para_aminosalicylic_acid', 'ethionamide', 'rifampicin']",True,False,False,9,True,True,True,368.65000000000003,10.0,False,False,True,True,False,11,12,12,0,0,0,0,1,11
9748,"(10, 13, 14, 17)","TERI, PAS, ETH, RIF HD","['Terizidone', 'Para-aminosalicylic acid', 'Ethionamide', 'Rifampicin High Dose']","['terizidone', 'para_aminosalicylic_acid', 'ethionamide', 'rifampicin_high_dose']",False,False,False,9,True,True,True,391.53000000000003,10.0,False,False,False,True,False,11,10,12,0,0,0,0,1,8
9749,"(10, 13, 14, 18)","TERI, PAS, ETH, RBT","['Terizidone', 'Para-aminosalicylic acid', 'Ethionamide', 'Rifabutin']","['terizidone', 'para_aminosalicylic_acid', 'ethionamide', 'rifabutin']",False,False,False,9,True,True,True,411.00000000000006,10.5,False,False,False,True,False,10,11,11,0,0,0,0,1,9
9750,"(10, 13, 14, 19)","TERI, PAS, ETH, DLM","['Terizidone', 'Para-aminosalicylic acid', 'Ethionamide', 'Delamanid']","['terizidone', 'para_aminosalicylic_acid', 'ethionamide', 'delamanid']",False,False,False,8,True,True,True,662.03,10.0,False,False,False,False,False,10,10,10,0,0,0,0,0,8
9751,"(10, 13, 14, 20)","TERI, PAS, ETH, INH","['Terizidone', 'Para-aminosalicylic acid', 'Ethionamide', 'Isoniazid']","['terizidone', 'para_aminosalicylic_acid', 'ethionamide', 'isoniazid']",False,False,False,9,True,True,True,354.01000000000005,10.0,False,True,True,False,False,13,12,10,0,0,0,0,1,11
9752,"(10, 13, 14, 21)","TERI, PAS, ETH, INH HD","['Terizidone', 'Para-aminosalicylic acid', 'Ethionamide', 'Isoniazid High Dose']","['terizidone', 'para_aminosalicylic_acid', 'ethionamide', 'isoniazid_high_dose']",False,False,False,9,True,True,True,354.63000000000005,10.25,False,True,True,False,False,12,12,10,0,0,0,0,1,9
9753,"(10, 13, 14, 22)","TERI, PAS, ETH, PZA","['Terizidone', 'Para-aminosalicylic acid', 'Ethionamide', 'Pyrazinamide']","['terizidone', 'para_aminosalicylic_acid', 'ethionamide', 'pyrazinamide']",False,False,False,7,True,True,True,355.40000000000003,10.0,False,False,False,True,False,9,11,11,0,0,0,0,1,11
9755,"(10, 13, 15, 16)","TERI, PAS, PTH, RIF","['Terizidone', 'Para-aminosalicylic acid', 'Prothionamide', 'Rifampicin']","['terizidone', 'para_aminosalicylic_acid', 'prothionamide', 'rifampicin']",True,False,False,9,True,True,True,375.8,10.0,False,False,True,True,False,11,12,12,0,0,0,0,1,11
9756,"(10, 13, 15, 17)","TERI, PAS, PTH, RIF HD","['Terizidone', 'Para-aminosalicylic acid', 'Prothionamide', 'Rifampicin High Dose']","['terizidone', 'para_aminosalicylic_acid', 'prothionamide', 'rifampicin_high_dose']",False,False,False,9,True,True,True,398.68,10.0,False,False,False,True,False,11,10,12,0,0,0,0,1,8
9757,"(10, 13, 15, 18)","TERI, PAS, PTH, RBT","['Terizidone', 'Para-aminosalicylic acid', 'Prothionamide', 'Rifabutin']","['terizidone', 'para_aminosalicylic_acid', 'prothionamide', 'rifabutin']",False,False,False,9,True,True,True,418.15000000000003,10.5,False,False,False,True,False,10,11,11,0,0,0,0,1,9
9758,"(10, 13, 15, 19)","TERI, PAS, PTH, DLM","['Terizidone', 'Para-aminosalicylic acid', 'Prothionamide', 'Delamanid']","['terizidone', 'para_aminosalicylic_acid', 'prothionamide', 'delamanid']",False,False,False,8,True,True,True,669.1800000000001,10.0,False,False,False,False,False,10,10,10,0,0,0,0,0,8
9759,"(10, 13, 15, 20)","TERI, PAS, PTH, INH","['Terizidone', 'Para-aminosalicylic acid', 'Prothionamide', 'Isoniazid']","['terizidone', 'para_aminosalicylic_acid', 'prothionamide', 'isoniazid']",False,False,False,9,True,True,True,361.16,10.0,False,True,True,False,False,13,12,10,0,0,0,0,1,11
9760,"(10, 13, 15, 21)","TERI, PAS, PTH, INH HD","['Terizidone', 'Para-aminosalicylic acid', 'Prothionamide', 'Isoniazid High Dose']","['terizidone', 'para_aminosalicylic_acid', 'prothionamide', 'isoniazid_high_dose']",False,False,False,9,True,True,True,361.78000000000003,10.25,False,True,True,False,False,12,12,10,0,0,0,0,1,9
9761,"(10, 13, 15, 22)","TERI, PAS, PTH, PZA","['Terizidone', 'Para-aminosalicylic acid', 'Prothionamide', 'Pyrazinamide']","['terizidone', 'para_aminosalicylic_acid', 'prothionamide', 'pyrazinamide']",False,False,False,7,True,True,True,362.55,10.0,False,False,False,True,False,9,11,11,0,0,0,0,1,11
9763,"(10, 13, 16, 17)","TERI, PAS, RIF, RIF HD","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin', 'Rifampicin High Dose']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin', 'rifampicin_high_dose']",True,False,False,10,False,True,True,394.98,8.0,False,False,True,True,False,11,11,15,0,0,0,1,2,9
9764,"(10, 13, 16, 18)","TERI, PAS, RIF, RBT","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin', 'Rifabutin']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin', 'rifabutin']",True,False,False,10,False,True,True,414.45000000000005,8.5,False,False,True,True,False,10,12,14,0,0,0,1,2,10
9765,"(10, 13, 16, 19)","TERI, PAS, RIF, DLM","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin', 'Delamanid']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin', 'delamanid']",True,False,False,9,True,True,True,665.48,8.0,False,False,True,True,False,10,11,13,0,0,0,0,1,9
9766,"(10, 13, 16, 20)","TERI, PAS, RIF, INH","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin', 'Isoniazid']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin', 'isoniazid']",True,True,True,10,True,True,True,357.46000000000004,8.0,False,True,True,True,True,13,13,13,0,0,0,0,2,12
9767,"(10, 13, 16, 21)","TERI, PAS, RIF, INH HD","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin', 'Isoniazid High Dose']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin', 'isoniazid_high_dose']",True,True,True,10,True,True,True,358.08000000000004,8.25,False,True,True,True,True,12,13,13,0,0,0,0,2,10
9768,"(10, 13, 16, 22)","TERI, PAS, RIF, PZA","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin', 'Pyrazinamide']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin', 'pyrazinamide']",True,False,False,8,True,True,True,358.85,8.0,False,False,True,True,False,9,12,14,0,0,0,0,2,12
9770,"(10, 13, 17, 18)","TERI, PAS, RIF HD, RBT","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin High Dose', 'Rifabutin']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin_high_dose', 'rifabutin']",False,False,False,10,False,True,True,437.33000000000004,8.5,False,False,False,True,False,10,10,14,0,0,0,1,2,7
9771,"(10, 13, 17, 19)","TERI, PAS, RIF HD, DLM","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin High Dose', 'Delamanid']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin_high_dose', 'delamanid']",False,False,False,9,True,True,True,688.36,8.0,False,False,False,True,False,10,9,13,0,0,0,0,1,6
9772,"(10, 13, 17, 20)","TERI, PAS, RIF HD, INH","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin High Dose', 'Isoniazid']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin_high_dose', 'isoniazid']",False,True,False,10,True,True,True,380.34000000000003,8.0,False,True,True,True,True,13,11,13,0,0,0,0,2,9
9773,"(10, 13, 17, 21)","TERI, PAS, RIF HD, INH HD","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin High Dose', 'Isoniazid High Dose']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin_high_dose', 'isoniazid_high_dose']",False,True,False,10,True,True,True,380.96000000000004,8.25,False,True,True,True,True,12,11,13,0,0,0,0,2,7
9774,"(10, 13, 17, 22)","TERI, PAS, RIF HD, PZA","['Terizidone', 'Para-aminosalicylic acid', 'Rifampicin High Dose', 'Pyrazinamide']","['terizidone', 'para_aminosalicylic_acid', 'rifampicin_high_dose', 'pyrazinamide']",False,False,False,8,True,True,True,381.73,8.0,False,False,False,True,False,9,10,14,0,0,0,0,2,9
9776,"(10, 13, 18, 19)","TERI, PAS, RBT, DLM","['Terizidone', 'Para-aminosalicylic acid', 'Rifabutin', 'Delamanid']","['terizidone', 'para_aminosalicylic_acid', 'rifabutin', 'delamanid']",False,False,False,9,True,True,True,707.83,8.5,False,False,False,True,False,9,10,12,0,0,0,0,1,7
9777,"(10, 13, 18, 20)","TERI, PAS, RBT, INH","['Terizidone', 'Para-aminosalicylic acid', 'Rifabutin', 'Isoniazid']","['terizidone', 'para_aminosalicylic_acid', 'rifabutin', 'isoniazid']",False,True,False,10,True,True,True,399.81000000000006,8.5,False,True,True,True,True,12,12,12,0,0,0,0,2,10
9778,"(10, 13, 18, 21)","TERI, PAS, RBT, INH HD","['Terizidone', 'Para-aminosalicylic acid', 'Rifabutin', 'Isoniazid High Dose']","['terizidone', 'para_aminosalicylic_acid', 'rifabutin', 'isoniazid_high_dose']",False,True,False,10,True,True,True,400.43000000000006,8.75,False,True,True,True,True,11,12,12,0,0,0,0,2,8
9779,"(10, 13, 18, 22)","TERI, PAS, RBT, PZA","['Terizidone', 'Para-aminosalicylic acid', 'Rifabutin', 'Pyrazinamide']","['terizidone', 'para_aminosalicylic_acid', 'rifabutin', 'pyrazinamide']",False,False,False,8,True,True,True,401.20000000000005,8.5,False,False,False,True,False,8,11,13,0,0,0,0,2,10
9781,"(10, 13, 19, 20)","TERI, PAS, DLM, INH","['Terizidone', 'Para-aminosalicylic acid', 'Delamanid', 'Isoniazid']","['terizidone', 'para_aminosalicylic_acid', 'delamanid', 'isoniazid']",False,True,False,9,False,True,True,650.84,8.0,False,True,True,False,False,12,11,11,0,0,0,0,1,9
9782,"(10, 13, 19, 21)","TERI, PAS, DLM, INH HD","['Terizidone', 'Para-aminosalicylic acid', 'Delamanid', 'Isoniazid High Dose']","['terizidone', 'para_aminosalicylic_acid', 'delamanid', 'isoniazid_high_dose']",False,True,False,9,False,True,True,651.46,8.25,False,True,True,False,False,11,11,11,0,0,0,0,1,7
9783,"(10, 13, 19, 22)","TERI, PAS, DLM, PZA","['Terizidone', 'Para-aminosalicylic acid', 'Delamanid', 'Pyrazinamide']","['terizidone', 'para_aminosalicylic_acid', 'delamanid', 'pyrazinamide']",False,False,False,7,True,True,True,652.23,8.0,False,False,False,True,False,8,10,12,1,0,0,0,1,9
9785,"(10, 13, 20, 21)","TERI, PAS, INH, INH HD","['Terizidone', 'Para-aminosalicylic acid', 'Isoniazid', 'Isoniazid High Dose']","['terizidone', 'para_aminosalicylic_acid', 'isoniazid', 'isoniazid_high_dose']",False,True,False,10,False,True,True,343.44000000000005,8.25,False,True,True,False,False,14,13,11,0,0,0,1,2,10
9786,"(10, 13, 20, 22)","TERI, PAS, INH, PZA","['Terizidone', 'Para-aminosalicylic acid', 'Isoniazid', 'Pyrazinamide']","['terizidone', 'para_aminosalicylic_acid', 'isoniazid', 'pyrazinamide']",False,True,False,8,True,True,True,344.21000000000004,8.0,False,True,True,True,True,11,12,12,0,0,0,0,2,12
9788,"(10, 13, 21, 22)","TERI, PAS, INH HD, PZA","['Terizidone', 'Para-aminosalicylic acid', 'Isoniazid High Dose', 'Pyrazinamide']","['terizidone', 'para_aminosalicylic_acid', 'isoniazid_high_dose', 'pyrazinamide']",False,True,False,8,True,True,True,344.83000000000004,8.25,False,True,True,True,True,10,12,12,0,0,0,0,2,10
9791,"(10, 14, 15, 16)","TERI, ETH, PTH, RIF","['Terizidone', 'Ethionamide', 'Prothionamide', 'Rifampicin']","['terizidone', 'ethionamide', 'prothionamide', 'rifampicin']",True,False,False,9,False,True,True,265.6,10.0,False,False,True,True,False,11,13,11,0,0,0,0,1,12
9792,"(10, 14, 15, 17)","TERI, ETH, PTH, RIF HD","['Terizidone', 'Ethionamide', 'Prothionamide', 'Rifampicin High Dose']","['terizidone', 'ethionamide', 'prothionamide', 'rifampicin_high_dose']",False,False,False,9,False,True,True,288.48,10.0,False,False,False,True,False,11,11,11,0,0,0,0,1,9
9793,"(10, 14, 15, 18)","TERI, ETH, PTH, RBT","['Terizidone', 'Ethionamide', 'Prothionamide', 'Rifabutin']","['terizidone', 'ethionamide', 'prothionamide', 'rifabutin']",False,False,False,9,False,True,True,307.95,10.5,False,False,False,True,False,10,12,10,0,0,0,0,1,10
9794,"(10, 14, 15, 19)","TERI, ETH, PTH, DLM","['Terizidone', 'Ethionamide', 'Prothionamide', 'Delamanid']","['terizidone', 'ethionamide', 'prothionamide', 'delamanid']",False,False,False,8,False,True,True,558.98,10.0,False,False,False,False,False,10,11,9,0,0,0,0,0,9
9795,"(10, 14, 15, 20)","TERI, ETH, PTH, INH","['Terizidone', 'Ethionamide', 'Prothionamide', 'Isoniazid']","['terizidone', 'ethionamide', 'prothionamide', 'isoniazid']",False,False,False,9,False,True,True,250.96,10.0,False,True,True,False,False,13,13,9,0,0,0,0,1,12
9796,"(10, 14, 15, 21)","TERI, ETH, PTH, INH HD","['Terizidone', 'Ethionamide', 'Prothionamide', 'Isoniazid High Dose']","['terizidone', 'ethionamide', 'prothionamide', 'isoniazid_high_dose']",False,False,False,9,False,True,True,251.57999999999998,10.25,False,True,True,False,False,12,13,9,0,0,0,0,1,10
9797,"(10, 14, 15, 22)","TERI, ETH, PTH, PZA","['Terizidone', 'Ethionamide', 'Prothionamide', 'Pyrazinamide']","['terizidone', 'ethionamide', 'prothionamide', 'pyrazinamide']",False,False,False,7,False,True,True,252.35,10.0,False,False,False,True,False,9,12,10,0,0,0,0,1,12
9799,"(10, 14, 16, 17)","TERI, ETH, RIF, RIF HD","['Terizidone', 'Ethionamide', 'Rifampicin', 'Rifampicin High Dose']","['terizidone', 'ethionamide', 'rifampicin', 'rifampicin_high_dose']",True,False,False,10,False,True,True,284.78000000000003,8.0,False,False,True,True,False,11,12,14,0,0,0,1,2,10
9800,"(10, 14, 16, 18)","TERI, ETH, RIF, RBT","['Terizidone', 'Ethionamide', 'Rifampicin', 'Rifabutin']","['terizidone', 'ethionamide', 'rifampicin', 'rifabutin']",True,False,False,10,False,True,True,304.25,8.5,False,False,True,True,False,10,13,13,0,0,0,1,2,11
9801,"(10, 14, 16, 19)","TERI, ETH, RIF, DLM","['Terizidone', 'Ethionamide', 'Rifampicin', 'Delamanid']","['terizidone', 'ethionamide', 'rifampicin', 'delamanid']",True,False,False,9,True,True,True,555.28,8.0,False,False,True,True,False,10,12,12,0,0,0,0,1,10
9802,"(10, 14, 16, 20)","TERI, ETH, RIF, INH","['Terizidone', 'Ethionamide', 'Rifampicin', 'Isoniazid']","['terizidone', 'ethionamide', 'rifampicin', 'isoniazid']",True,False,False,10,True,True,True,247.26000000000002,8.0,False,True,True,True,True,13,14,12,0,0,0,0,2,13
9803,"(10, 14, 16, 21)","TERI, ETH, RIF, INH HD","['Terizidone', 'Ethionamide', 'Rifampicin', 'Isoniazid High Dose']","['terizidone', 'ethionamide', 'rifampicin', 'isoniazid_high_dose']",True,False,False,10,True,True,True,247.88,8.25,False,True,True,True,True,12,14,12,0,0,0,0,2,11
9804,"(10, 14, 16, 22)","TERI, ETH, RIF, PZA","['Terizidone', 'Ethionamide', 'Rifampicin', 'Pyrazinamide']","['terizidone', 'ethionamide', 'rifampicin', 'pyrazinamide']",True,False,False,8,True,True,True,248.65,8.0,False,False,True,True,False,9,13,13,0,0,0,0,2,13
9806,"(10, 14, 17, 18)","TERI, ETH, RIF HD, RBT","['Terizidone', 'Ethionamide', 'Rifampicin High Dose', 'Rifabutin']","['terizidone', 'ethionamide', 'rifampicin_high_dose', 'rifabutin']",False,False,False,10,False,True,True,327.13000000000005,8.5,False,False,False,True,False,10,11,13,0,0,0,1,2,8
9807,"(10, 14, 17, 19)","TERI, ETH, RIF HD, DLM","['Terizidone', 'Ethionamide', 'Rifampicin High Dose', 'Delamanid']","['terizidone', 'ethionamide', 'rifampicin_high_dose', 'delamanid']",False,False,False,9,True,True,True,578.1600000000001,8.0,False,False,False,True,False,10,10,12,0,0,0,0,1,7
9808,"(10, 14, 17, 20)","TERI, ETH, RIF HD, INH","['Terizidone', 'Ethionamide', 'Rifampicin High Dose', 'Isoniazid']","['terizidone', 'ethionamide', 'rifampicin_high_dose', 'isoniazid']",False,False,False,10,True,True,True,270.14000000000004,8.0,False,True,True,True,True,13,12,12,0,0,0,0,2,10
9809,"(10, 14, 17, 21)","TERI, ETH, RIF HD, INH HD","['Terizidone', 'Ethionamide', 'Rifampicin High Dose', 'Isoniazid High Dose']","['terizidone', 'ethionamide', 'rifampicin_high_dose', 'isoniazid_high_dose']",False,False,False,10,True,True,True,270.76000000000005,8.25,False,True,True,True,True,12,12,12,0,0,0,0,2,8
9810,"(10, 14, 17, 22)","TERI, ETH, RIF HD, PZA","['Terizidone', 'Ethionamide', 'Rifampicin High Dose', 'Pyrazinamide']","['terizidone', 'ethionamide', 'rifampicin_high_dose', 'pyrazinamide']",False,False,False,8,True,True,True,271.53000000000003,8.0,False,False,False,True,False,9,11,13,0,0,0,0,2,10
9812,"(10, 14, 18, 19)","TERI, ETH, RBT, DLM","['Terizidone', 'Ethionamide', 'Rifabutin', 'Delamanid']","['terizidone', 'ethionamide', 'rifabutin', 'delamanid']",False,False,False,9,True,True,True,597.63,8.5,False,False,False,True,False,9,11,11,0,0,0,0,1,8
9813,"(10, 14, 18, 20)","TERI, ETH, RBT, INH","['Terizidone', 'Ethionamide', 'Rifabutin', 'Isoniazid']","['terizidone', 'ethionamide', 'rifabutin', 'isoniazid']",False,False,False,10,True,True,True,289.61,8.5,False,True,True,True,True,12,13,11,0,0,0,0,2,11
9814,"(10, 14, 18, 21)","TERI, ETH, RBT, INH HD","['Terizidone', 'Ethionamide', 'Rifabutin', 'Isoniazid High Dose']","['terizidone', 'ethionamide', 'rifabutin', 'isoniazid_high_dose']",False,False,False,10,True,True,True,290.23,8.75,False,True,True,True,True,11,13,11,0,0,0,0,2,9
9815,"(10, 14, 18, 22)","TERI, ETH, RBT, PZA","['Terizidone', 'Ethionamide', 'Rifabutin', 'Pyrazinamide']","['terizidone', 'ethionamide', 'rifabutin', 'pyrazinamide']",False,False,False,8,True,True,True,291.0,8.5,False,False,False,True,False,8,12,12,0,0,0,0,2,11
9817,"(10, 14, 19, 20)","TERI, ETH, DLM, INH","['Terizidone', 'Ethionamide', 'Delamanid', 'Isoniazid']","['terizidone', 'ethionamide', 'delamanid', 'isoniazid']",False,False,False,9,False,True,True,540.64,8.0,False,True,True,False,False,12,12,10,0,0,0,0,1,10
9818,"(10, 14, 19, 21)","TERI, ETH, DLM, INH HD","['Terizidone', 'Ethionamide', 'Delamanid', 'Isoniazid High Dose']","['terizidone', 'ethionamide', 'delamanid', 'isoniazid_high_dose']",False,False,False,9,False,True,True,541.26,8.25,False,True,True,False,False,11,12,10,0,0,0,0,1,8
9819,"(10, 14, 19, 22)","TERI, ETH, DLM, PZA","['Terizidone', 'Ethionamide', 'Delamanid', 'Pyrazinamide']","['terizidone', 'ethionamide', 'delamanid', 'pyrazinamide']",False,False,False,7,True,True,True,542.03,8.0,False,False,False,True,False,8,11,11,1,0,0,0,1,10
9821,"(10, 14, 20, 21)","TERI, ETH, INH, INH HD","['Terizidone', 'Ethionamide', 'Isoniazid', 'Isoniazid High Dose']","['terizidone', 'ethionamide', 'isoniazid', 'isoniazid_high_dose']",False,False,False,10,False,True,True,233.24,8.25,False,True,True,False,False,14,14,10,0,0,0,1,2,11
9822,"(10, 14, 20, 22)","TERI, ETH, INH, PZA","['Terizidone', 'Ethionamide', 'Isoniazid', 'Pyrazinamide']","['terizidone', 'ethionamide', 'isoniazid', 'pyrazinamide']",False,False,False,8,True,True,True,234.01000000000002,8.0,False,True,True,True,True,11,13,11,0,0,0,0,2,13
9824,"(10, 14, 21, 22)","TERI, ETH, INH HD, PZA","['Terizidone', 'Ethionamide', 'Isoniazid High Dose', 'Pyrazinamide']","['terizidone', 'ethionamide', 'isoniazid_high_dose', 'pyrazinamide']",False,False,False,8,True,True,True,234.63,8.25,False,True,True,True,True,10,13,11,0,0,0,0,2,11
9827,"(10, 15, 16, 17)","TERI, PTH, RIF, RIF HD","['Terizidone', 'Prothionamide', 'Rifampicin', 'Rifampicin High Dose']","['terizidone', 'prothionamide', 'rifampicin', 'rifampicin_high_dose']",True,False,False,10,False,True,True,291.93,8.0,False,False,True,True,False,11,12,14,0,0,0,1,2,10
9828,"(10, 15, 16, 18)","TERI, PTH, RIF, RBT","['Terizidone', 'Prothionamide', 'Rifampicin', 'Rifabutin']","['terizidone', 'prothionamide', 'rifampicin', 'rifabutin']",True,False,False,10,False,True,True,311.4,8.5,False,False,True,True,False,10,13,13,0,0,0,1,2,11
9829,"(10, 15, 16, 19)","TERI, PTH, RIF, DLM","['Terizidone', 'Prothionamide', 'Rifampicin', 'Delamanid']","['terizidone', 'prothionamide', 'rifampicin', 'delamanid']",True,False,False,9,True,True,True,562.43,8.0,False,False,True,True,False,10,12,12,0,0,0,0,1,10
9830,"(10, 15, 16, 20)","TERI, PTH, RIF, INH","['Terizidone', 'Prothionamide', 'Rifampicin', 'Isoniazid']","['terizidone', 'prothionamide', 'rifampicin', 'isoniazid']",True,False,False,10,True,True,True,254.41,8.0,False,True,True,True,True,13,14,12,0,0,0,0,2,13
